date,city,ev_sales,ev_market_share,avg_ev_price,avg_ice_price,gasoline_price,electricity_price,public_charging_points,fast_charging_points,ev_subsidy_amount,purchase_subsidy_active,gdp_per_capita,unemployment_rate,avg_ev_range_km,season,ev_sales_last_month,ev_sales_last_year_same_month
2022-04-01,Nakhon Ratchasima,11165,0.5989,48648.12,25384.91,5.19,0.19,2028,189,2332.22,1,15495.12,3.35,320,Q2,11324,11295
2022-05-01,Nakhon Ratchasima,11349,0.6229,47888.38,25226.71,5.18,0.19,2067,361,1274.11,0,15722.22,3.22,318,Q2,11165,11491
2022-06-01,Nakhon Ratchasima,11928,0.6304,47990.73,25050.97,5.15,0.19,2110,288,1059.23,0,15166.49,3.47,333,Q2,11349,11245
2022-07-01,Nakhon Ratchasima,11451,0.6241,47600.06,25363.12,5.16,0.2,2145,256,1394.01,0,15471.07,3.52,327,Q3,11928,10990
2022-08-01,Nakhon Ratchasima,13040,0.6354,47515.46,24826.83,5.16,0.2,2198,391,1293.84,0,15291.59,3.44,337,Q3,11451,10900
2022-09-01,Nakhon Ratchasima,12174,0.6416,48533.33,25026.5,5.16,0.2,2228,313,1031.63,0,15664.46,3.38,326,Q3,13040,11643
2022-10-01,Nakhon Ratchasima,12131,0.6358,47162.91,25620.49,5.2,0.2,2267,337,1274.8,0,14803.98,3.43,318,Q4,12174,11624
2022-11-01,Nakhon Ratchasima,12313,0.6484,48224.05,25337.53,5.18,0.2,2313,213,1090.37,0,15358.06,3.41,321,Q4,12131,11491
2022-12-01,Nakhon Ratchasima,12602,0.639,47300.72,25795.91,5.21,0.2,2355,274,1244.28,0,15211.05,3.41,327,Q4,12313,11816
2023-01-01,Nakhon Ratchasima,12306,0.6317,47797.65,25249.91,5.27,0.2,2396,405,1096.41,0,15719.58,3.17,332,Q1,12602,10753
2023-02-01,Nakhon Ratchasima,11366,0.6176,47549.97,25176.83,5.3,0.2,2435,292,938.32,0,15235.95,3.36,330,Q1,12306,11973
2023-03-01,Nakhon Ratchasima,11800,0.6596,47568.78,25365.19,5.29,0.2,2472,212,1462.67,0,15283.89,3.43,322,Q1,11366,11324
2023-04-01,Nakhon Ratchasima,12183,0.6615,48106.61,25573.39,5.25,0.2,2516,303,1040.15,0,14966.07,3.33,345,Q2,11800,11165
2023-05-01,Nakhon Ratchasima,12603,0.6553,47297.95,25860.66,5.33,0.2,2554,273,1251.13,0,15708.38,3.42,317,Q2,12183,11349
2023-06-01,Nakhon Ratchasima,12035,0.6446,47419.4,25572.41,5.36,0.21,2594,370,1051.41,0,15396.39,3.43,338,Q2,12603,11928
2023-07-01,Nakhon Ratchasima,13640,0.6603,47720.01,25573.65,5.37,0.21,2648,369,1325.14,0,15669.98,3.33,333,Q3,12035,11451
2023-08-01,Nakhon Ratchasima,10948,0.6473,46065.51,25278.99,5.41,0.21,2683,397,1383.08,0,16131.57,3.32,338,Q3,13640,13040
2023-09-01,Nakhon Ratchasima,11675,0.6544,47925.16,25076.7,5.45,0.21,2718,245,1076.38,0,15822.44,3.14,336,Q3,10948,12174
2023-10-01,Nakhon Ratchasima,13034,0.6543,46888.29,25335.81,5.49,0.21,2763,290,1246.92,0,15727.79,3.46,347,Q4,11675,12131
2023-11-01,Nakhon Ratchasima,12434,0.662,47884.0,25546.69,5.51,0.21,2799,468,1210.89,0,16001.7,3.19,335,Q4,13034,12313
2023-12-01,Nakhon Ratchasima,12303,0.6803,47924.99,25087.09,5.56,0.21,2845,296,1174.32,0,15563.98,2.96,342,Q4,12434,12602
2024-01-01,Nakhon Ratchasima,12864,0.6822,46395.85,25455.42,5.59,0.21,2881,407,1148.27,0,16296.77,3.23,340,Q1,12303,12306
2024-02-01,Nakhon Ratchasima,12736,0.6803,47738.09,25189.47,5.59,0.21,2931,473,1357.88,0,15059.08,3.22,348,Q1,12864,11366
2024-03-01,Nakhon Ratchasima,11975,0.6596,47516.45,25089.81,5.65,0.21,2973,442,1138.28,0,15461.7,3.06,333,Q1,12736,11800
2024-04-01,Nakhon Ratchasima,13535,0.693,46991.73,25282.12,5.62,0.21,3017,461,1376.55,0,15246.38,3.23,329,Q2,11975,12183
2024-05-01,Nakhon Ratchasima,12241,0.6593,47167.29,25275.95,5.61,0.21,3055,290,1271.88,0,15697.71,3.29,346,Q2,13535,12603
2024-06-01,Nakhon Ratchasima,12736,0.6656,46968.54,25064.34,5.62,0.21,3105,345,1615.26,0,15592.81,2.83,356,Q2,12241,12035
2024-07-01,Nakhon Ratchasima,12934,0.6662,47486.74,25210.92,5.58,0.22,3142,447,1402.18,0,15955.12,2.95,336,Q3,12736,13640
2024-08-01,Nakhon Ratchasima,11818,0.6691,46621.11,25416.83,5.62,0.22,3177,416,1264.25,0,15813.98,3.09,353,Q3,12934,10948
2024-09-01,Nakhon Ratchasima,12419,0.6794,47303.55,25875.92,5.61,0.22,3222,576,1088.94,0,15594.85,3.24,348,Q3,11818,11675
2024-10-01,Nakhon Ratchasima,12683,0.6874,47322.35,25559.89,5.67,0.22,3278,473,1361.72,0,15698.72,3.03,335,Q4,12419,13034
2024-11-01,Nakhon Ratchasima,12548,0.6681,46500.91,25160.33,5.68,0.22,3302,452,1307.21,0,15506.04,3.11,347,Q4,12683,12434
2024-12-01,Nakhon Ratchasima,12964,0.6983,47286.17,25005.98,5.66,0.22,3351,537,1204.92,0,15759.11,2.88,350,Q4,12548,12303
2015-01-01,Pattaya,2310,0.0834,50772.84,25026.18,3.37,0.13,2,0,2440.74,1,27863.92,5.21,261,Q1,11389,10652
2015-02-01,Pattaya,2290,0.0782,49224.6,24905.58,3.43,0.13,13,2,2415.13,1,27653.37,4.94,247,Q1,2310,10652
2015-03-01,Pattaya,1940,0.0622,49470.17,24369.85,3.45,0.13,14,2,2391.52,1,27936.73,4.85,266,Q1,2290,10652
2015-04-01,Pattaya,2583,0.0914,50682.14,24942.1,3.47,0.13,25,2,2550.67,1,27961.9,4.9,251,Q2,1940,10652
2015-05-01,Pattaya,2374,0.0827,49365.17,24775.46,3.49,0.13,21,2,2441.59,1,28289.04,4.93,246,Q2,2583,10652
2015-06-01,Pattaya,2270,0.0862,49428.61,25532.71,3.52,0.13,31,5,2568.63,1,28176.44,4.92,259,Q2,2374,10652
2015-07-01,Pattaya,2813,0.1023,49161.52,25325.92,3.54,0.13,36,6,2457.72,1,27746.77,5.13,244,Q3,2270,10652
2015-08-01,Pattaya,2773,0.0965,49773.0,24490.04,3.55,0.13,45,5,2262.17,1,28154.91,4.96,251,Q3,2813,10652
2015-09-01,Pattaya,2919,0.0999,49143.87,24981.98,3.56,0.14,59,10,2656.82,1,27932.95,4.92,256,Q3,2773,10652
2015-10-01,Pattaya,3041,0.1081,49150.22,25452.59,3.53,0.14,58,9,2249.32,1,28648.21,4.85,242,Q4,2919,10652
2015-11-01,Pattaya,3044,0.1022,49810.78,24553.88,3.56,0.14,72,7,2276.18,1,28437.48,4.81,268,Q4,3041,10652
2015-12-01,Pattaya,3201,0.1167,49702.48,24897.7,3.59,0.14,67,10,2620.69,1,28325.29,5.02,260,Q4,3044,10652
2016-01-01,Pattaya,3196,0.1167,49742.36,25140.02,3.65,0.14,82,10,2439.44,1,28353.21,4.44,252,Q1,3201,2310
2016-02-01,Pattaya,3444,0.1205,49001.61,25586.86,3.7,0.14,87,12,2799.67,1,28485.94,4.53,264,Q1,3196,2290
2016-03-01,Pattaya,3400,0.1237,50175.2,24895.24,3.71,0.14,100,15,2271.15,1,27980.91,4.89,258,Q1,3444,1940
2016-04-01,Pattaya,3692,0.1427,49474.21,25136.09,3.71,0.14,102,18,2492.27,1,27945.06,4.84,267,Q2,3400,2583
2016-05-01,Pattaya,4317,0.1498,49054.98,24984.89,3.74,0.14,112,12,2413.81,1,28114.81,4.69,257,Q2,3692,2374
2016-06-01,Pattaya,4446,0.1565,49626.69,24746.57,3.78,0.15,124,10,2433.43,1,27773.98,4.55,264,Q2,4317,2270
2016-07-01,Pattaya,4645,0.1646,49191.56,24933.25,3.77,0.15,147,15,2672.42,1,27798.79,4.76,270,Q3,4446,2813
2016-08-01,Pattaya,4288,0.1612,49369.11,25423.2,3.82,0.15,144,19,2453.46,1,28133.64,4.7,274,Q3,4645,2773
2016-09-01,Pattaya,4369,0.1572,50027.4,25115.29,3.91,0.15,149,15,2519.19,1,28517.35,4.59,252,Q3,4288,2919
2016-10-01,Pattaya,4711,0.1684,48889.08,25360.62,3.91,0.15,165,14,2226.13,1,28655.09,4.74,257,Q4,4369,3041
2016-11-01,Pattaya,4680,0.1702,47998.54,24856.9,3.94,0.15,177,15,2489.77,1,27960.16,4.62,280,Q4,4711,3044
2016-12-01,Pattaya,4506,0.1737,49612.03,25136.84,3.97,0.15,187,24,2455.65,1,28622.39,4.59,267,Q4,4680,3201
2017-01-01,Pattaya,5138,0.183,49749.91,25486.51,3.99,0.15,205,28,2695.73,1,28478.27,4.59,272,Q1,4506,3196
2017-02-01,Pattaya,5140,0.1907,50012.14,25028.42,4.0,0.15,214,37,2349.62,1,28831.34,4.8,266,Q1,5138,3444
2017-03-01,Pattaya,5883,0.2045,48132.37,24564.6,4.0,0.16,230,25,2217.55,1,28036.18,4.56,274,Q1,5140,3400
2017-04-01,Pattaya,5852,0.1982,49211.05,24998.26,4.0,0.16,243,28,2612.07,1,28589.66,4.56,258,Q2,5883,3692
2017-05-01,Pattaya,6151,0.2227,49972.51,25409.44,3.98,0.16,247,24,2568.21,1,28528.95,4.57,265,Q2,5852,4317
2017-06-01,Pattaya,5813,0.2084,49393.87,25103.42,4.0,0.16,266,26,2719.15,1,28577.31,4.58,267,Q2,6151,4446
2017-07-01,Pattaya,5514,0.2086,50281.03,24954.38,4.03,0.16,275,46,2377.88,1,28254.78,4.28,277,Q3,5813,4645
2017-08-01,Pattaya,6576,0.2349,48646.5,24872.88,4.09,0.16,297,42,2542.3,1,28543.22,4.28,269,Q3,5514,4288
2017-09-01,Pattaya,5903,0.2224,49074.48,25149.26,4.16,0.16,313,43,1911.64,1,28745.02,4.25,275,Q3,6576,4369
2017-10-01,Pattaya,7120,0.2585,49257.93,25333.6,4.19,0.16,331,46,2518.75,1,28324.91,4.56,271,Q4,5903,4711
2017-11-01,Pattaya,6571,0.2577,49328.31,25513.1,4.22,0.16,341,42,2482.72,1,28360.5,4.57,282,Q4,7120,4680
2017-12-01,Pattaya,7375,0.2471,48469.23,25134.7,4.27,0.16,357,35,2599.61,1,28590.25,4.53,281,Q4,6571,4506
2018-01-01,Pattaya,7127,0.2616,48989.91,25309.07,4.28,0.16,380,36,2473.58,1,28310.74,4.15,275,Q1,7375,5138
2018-02-01,Pattaya,7324,0.2657,48667.66,24955.9,4.29,0.16,397,60,2324.79,1,29102.84,4.57,272,Q1,7127,5140
2018-03-01,Pattaya,7132,0.2738,48659.86,24974.96,4.33,0.16,408,41,2404.12,1,28779.63,4.47,277,Q1,7324,5883
2018-04-01,Pattaya,7865,0.2935,48832.6,25264.22,4.41,0.16,429,69,2319.63,1,29304.07,4.29,289,Q2,7132,5852
2018-05-01,Pattaya,8378,0.2962,47753.26,25088.48,4.44,0.16,447,73,2333.58,1,29395.87,4.34,281,Q2,7865,6151
2018-06-01,Pattaya,8262,0.3076,48427.75,25060.42,4.45,0.17,460,67,2356.44,1,29169.23,4.41,283,Q2,8378,5813
2018-07-01,Pattaya,8213,0.3028,48526.88,25434.17,4.51,0.17,490,46,2645.57,1,28560.12,4.4,304,Q3,8262,5514
2018-08-01,Pattaya,9502,0.3331,49408.97,24892.14,4.55,0.17,508,60,2608.6,1,29235.04,4.3,281,Q3,8213,6576
2018-09-01,Pattaya,9048,0.3273,48416.07,25030.24,4.57,0.17,532,48,2603.24,1,29157.46,4.16,280,Q3,9502,5903
2018-10-01,Pattaya,9221,0.3276,48936.88,25206.12,4.61,0.17,540,47,2762.02,1,28402.98,3.99,291,Q4,9048,7120
2018-11-01,Pattaya,8399,0.3223,48645.56,25773.83,4.6,0.17,571,48,2366.52,1,28760.45,4.27,294,Q4,9221,6571
2018-12-01,Pattaya,9581,0.3404,49037.96,24796.3,4.6,0.17,590,81,2489.3,1,29592.39,4.48,292,Q4,8399,7375
2019-01-01,Pattaya,9806,0.3497,49436.14,24946.22,4.66,0.17,617,111,2348.1,1,28576.24,4.13,286,Q1,9581,7127
2019-02-01,Pattaya,10201,0.3691,48578.64,25011.06,4.63,0.17,634,97,2502.68,1,29064.74,4.08,298,Q1,9806,7324
2019-03-01,Pattaya,11040,0.3847,49746.18,25425.42,4.64,0.17,669,60,2410.39,1,29192.89,4.35,285,Q1,10201,7132
2019-04-01,Pattaya,10543,0.3748,49134.3,25404.08,4.68,0.17,685,91,2532.54,1,29383.98,4.23,285,Q2,11040,7865
2019-05-01,Pattaya,10944,0.3755,49568.28,25307.5,4.73,0.17,715,117,2244.31,1,29190.37,4.26,301,Q2,10543,8378
2019-06-01,Pattaya,10766,0.3929,48427.39,25041.2,4.74,0.17,748,69,2630.1,1,29542.45,4.13,289,Q2,10944,8262
2019-07-01,Pattaya,11488,0.4118,49267.08,24830.75,4.74,0.17,757,74,2466.61,1,28766.26,4.17,283,Q3,10766,8213
2019-08-01,Pattaya,11642,0.4162,49515.84,24728.1,4.76,0.17,794,71,2393.86,1,29462.24,4.04,295,Q3,11488,9502
2019-09-01,Pattaya,11523,0.4193,48374.89,25019.01,4.81,0.17,820,92,2553.84,1,29014.46,4.34,286,Q3,11642,9048
2019-10-01,Pattaya,12448,0.4448,48662.84,24851.95,4.79,0.17,855,84,2411.97,1,28676.2,3.86,295,Q4,11523,9221
2019-11-01,Pattaya,12333,0.4375,48446.19,25228.44,4.76,0.18,878,102,2371.27,1,29218.06,4.12,297,Q4,12448,8399
2019-12-01,Pattaya,12510,0.4573,49457.1,24946.11,4.78,0.18,906,146,2420.13,1,29607.13,3.98,283,Q4,12333,9581
2020-01-01,Pattaya,11882,0.4587,48874.41,25187.43,4.8,0.18,935,123,2524.92,1,29092.56,4.05,292,Q1,12510,9806
2020-02-01,Pattaya,12149,0.456,48237.23,24794.49,4.76,0.18,955,164,2311.51,1,29343.45,4.09,297,Q1,11882,10201
2020-03-01,Pattaya,12909,0.4885,47868.21,25206.38,4.78,0.18,991,120,2511.56,1,29809.73,3.8,297,Q1,12149,11040
2020-04-01,Pattaya,13405,0.4851,48340.61,25242.44,4.79,0.18,1025,135,2400.89,1,29866.66,4.0,293,Q2,12909,10543
2020-05-01,Pattaya,13964,0.4895,48839.73,25759.93,4.78,0.18,1065,107,2610.51,1,29734.22,3.84,327,Q2,13405,10944
2020-06-01,Pattaya,12677,0.4759,49433.4,24911.64,4.8,0.18,1084,183,2718.21,1,30140.57,4.0,309,Q2,13964,10766
2020-07-01,Pattaya,13647,0.5031,48348.07,24993.21,4.82,0.18,1116,113,2600.42,1,29570.47,3.61,297,Q3,12677,11488
2020-08-01,Pattaya,13526,0.4726,48585.61,25562.35,4.83,0.18,1149,168,2569.0,1,30149.47,3.73,298,Q3,13647,11642
2020-09-01,Pattaya,13922,0.5154,47332.11,25272.28,4.85,0.18,1175,194,2274.14,1,29911.63,4.12,301,Q3,13526,11523
2020-10-01,Pattaya,14292,0.5179,48015.08,24772.77,4.88,0.18,1213,196,2452.33,1,29732.88,3.73,312,Q4,13922,12448
2020-11-01,Pattaya,13927,0.5192,48557.93,25170.72,4.9,0.18,1245,113,2588.66,1,29668.27,3.95,312,Q4,14292,12333
2020-12-01,Pattaya,14261,0.5238,48477.63,25067.39,4.91,0.18,1283,197,2650.27,1,29863.12,3.47,318,Q4,13927,12510
2021-01-01,Pattaya,14843,0.5345,49168.14,25016.13,4.91,0.18,1307,152,2368.04,1,29718.46,3.82,308,Q1,14261,11882
2021-02-01,Pattaya,14338,0.5524,48397.88,25754.75,4.9,0.19,1341,131,2551.74,1,29811.52,3.9,311,Q1,14843,12149
2021-03-01,Pattaya,14572,0.5433,48456.36,25445.47,4.9,0.19,1377,244,2683.41,1,29325.66,3.94,328,Q1,14338,12909
2021-04-01,Pattaya,15523,0.5538,47987.26,25242.18,4.88,0.19,1418,229,2648.3,1,29988.25,3.74,313,Q2,14572,13405
2021-05-01,Pattaya,14768,0.5404,48470.27,24812.19,4.89,0.19,1448,131,2432.39,1,29281.31,3.64,306,Q2,15523,13964
2021-06-01,Pattaya,15607,0.5517,48774.24,25426.85,4.9,0.19,1479,132,2797.23,1,29447.69,3.41,316,Q2,14768,12677
2021-07-01,Pattaya,15897,0.564,47484.37,24911.54,4.93,0.19,1526,153,2347.65,1,30098.83,3.49,329,Q3,15607,13647
2021-08-01,Pattaya,15318,0.5662,47742.33,25240.52,4.97,0.19,1563,166,2313.47,1,29749.63,3.7,307,Q3,15897,13526
2021-09-01,Pattaya,16925,0.596,47674.16,25161.12,4.97,0.19,1592,238,2126.33,1,30357.92,3.83,314,Q3,15318,13922
2021-10-01,Pattaya,15985,0.5693,48724.27,25120.98,4.93,0.2,1635,213,2434.07,1,30194.83,3.56,316,Q4,16925,14292
2021-11-01,Pattaya,17184,0.6023,48006.95,26080.11,4.97,0.2,1682,289,1358.44,0,30167.71,3.64,318,Q4,15985,13927
2021-12-01,Pattaya,15881,0.5919,47674.0,25539.44,4.95,0.2,1717,211,2478.64,1,30353.35,3.54,308,Q4,17184,14261
2022-01-01,Pattaya,16274,0.5944,47771.65,25526.47,5.0,0.2,1756,170,2420.21,1,30893.71,3.54,333,Q1,15881,14843
2022-02-01,Pattaya,15481,0.5853,47452.16,25132.13,5.0,0.2,1792,263,2592.27,1,30624.74,3.56,322,Q1,16274,14338
2022-03-01,Pattaya,16127,0.5941,48224.24,25340.56,4.96,0.2,1832,303,2299.35,1,30343.18,3.65,322,Q1,15481,14572
2022-04-01,Pattaya,16675,0.6127,47438.11,24915.07,4.98,0.2,1859,329,1071.03,0,30577.18,3.56,315,Q2,16127,15523
2022-05-01,Pattaya,16479,0.5921,48353.66,25418.52,5.07,0.19,1901,239,2573.8,1,29875.75,3.39,323,Q2,16675,14768
2022-06-01,Pattaya,16435,0.5963,48258.07,24884.0,5.12,0.19,1949,284,2498.54,1,30047.04,3.36,315,Q2,16479,15607
2022-07-01,Pattaya,16423,0.5943,48278.88,25414.58,5.16,0.19,1969,228,2664.62,1,29919.04,3.23,340,Q3,16435,15897
2022-08-01,Pattaya,16409,0.6192,46319.69,25147.3,5.19,0.2,2020,166,1044.09,0,30037.9,3.25,316,Q3,16423,15318
2022-09-01,Pattaya,15994,0.6102,47897.05,25336.46,5.22,0.2,2052,215,1205.63,0,30280.55,3.81,315,Q3,16409,16925
2022-10-01,Pattaya,17991,0.6303,48489.66,24678.07,5.23,0.2,2096,299,1029.26,0,30138.47,3.48,317,Q4,15994,15985
2022-11-01,Pattaya,16840,0.6265,48364.12,24718.24,5.24,0.2,2127,358,1259.81,0,30270.7,3.39,325,Q4,17991,17184
2022-12-01,Pattaya,17612,0.6381,47875.06,25387.37,5.29,0.2,2176,249,1088.86,0,30666.24,3.31,327,Q4,16840,15881
2023-01-01,Pattaya,17182,0.636,47829.01,25209.26,5.32,0.2,2216,274,1407.47,0,30233.2,3.43,332,Q1,17612,16274
2023-02-01,Pattaya,17806,0.6327,46630.15,25116.16,5.35,0.2,2262,383,1155.79,0,30099.37,3.31,322,Q1,17182,15481
2023-03-01,Pattaya,18451,0.6501,48793.01,25106.88,5.39,0.2,2297,321,1081.03,0,30135.56,3.3,331,Q1,17806,16127
2023-04-01,Pattaya,17780,0.6345,47420.9,25011.18,5.41,0.2,2341,243,1368.27,0,30461.58,3.27,327,Q2,18451,16675
2023-05-01,Pattaya,18597,0.6384,47405.21,25176.91,5.41,0.2,2386,348,1410.65,0,30621.9,3.48,320,Q2,17780,16479
2023-06-01,Pattaya,18260,0.6452,47932.43,25272.24,5.41,0.21,2425,256,1109.36,0,30105.44,3.24,331,Q2,18597,16435
2023-07-01,Pattaya,18301,0.6587,47554.07,25370.31,5.38,0.21,2460,271,954.26,0,30525.99,3.48,331,Q3,18260,16423
2023-08-01,Pattaya,18032,0.6584,47380.71,25462.91,5.37,0.21,2520,418,1157.21,0,30408.76,3.49,337,Q3,18301,16409
2023-09-01,Pattaya,18004,0.6459,47199.83,25169.12,5.39,0.21,2552,295,1376.21,0,31294.22,3.05,321,Q3,18032,15994
2023-10-01,Pattaya,17507,0.6386,47749.47,25710.74,5.42,0.21,2582,457,1063.82,0,30822.6,3.2,334,Q4,18004,17991
2023-11-01,Pattaya,17874,0.6657,46969.18,25498.38,5.43,0.21,2639,320,964.45,0,30815.97,3.16,334,Q4,17507,16840
2023-12-01,Pattaya,16946,0.6252,46824.86,25143.77,5.41,0.21,2674,301,1195.11,0,30408.62,3.14,342,Q4,17874,17612
2024-01-01,Pattaya,18022,0.6589,47037.86,25514.97,5.42,0.21,2726,329,1112.89,0,30769.46,3.18,339,Q1,16946,17182
2024-02-01,Pattaya,18322,0.652,47491.73,25176.55,5.48,0.21,2762,363,1527.24,0,30688.44,3.48,347,Q1,18022,17806
2024-03-01,Pattaya,19343,0.6704,48354.69,25116.42,5.56,0.22,2809,498,1013.02,0,30336.72,3.06,348,Q1,18322,18451
2024-04-01,Pattaya,19567,0.6734,47184.59,24754.88,5.57,0.22,2845,504,892.35,0,31137.91,3.13,350,Q2,19343,17780
2024-05-01,Pattaya,18562,0.6642,47300.46,25722.86,5.59,0.22,2885,515,1339.58,0,30683.33,3.05,343,Q2,19567,18597
2024-06-01,Pattaya,18128,0.6723,47288.15,25252.45,5.62,0.22,2931,512,1349.94,0,31172.32,2.6,344,Q2,18562,18260
2024-07-01,Pattaya,18221,0.659,47815.5,25407.65,5.62,0.22,2974,301,1415.38,0,31022.5,3.02,343,Q3,18128,18301
2024-08-01,Pattaya,19224,0.6676,46782.5,25122.76,5.62,0.22,3014,529,1302.77,0,31230.14,3.03,349,Q3,18221,18032
2024-09-01,Pattaya,18520,0.6776,46788.08,25077.73,5.65,0.22,3068,311,1169.29,0,30876.72,2.94,341,Q3,19224,18004
2024-10-01,Pattaya,18487,0.6593,46808.08,25247.61,5.63,0.22,3104,266,1069.31,0,31014.19,3.27,352,Q4,18520,17507
2024-11-01,Pattaya,18452,0.6605,47382.23,25375.48,5.66,0.22,3152,431,1300.08,0,31343.33,2.83,341,Q4,18487,17874
2024-12-01,Pattaya,17913,0.6675,47146.3,25557.2,5.71,0.22,3186,455,1272.22,0,31176.56,3.14,351,Q4,18452,16946
2015-01-01,Phuket,474,0.0304,50172.18,24887.9,3.33,0.13,1,0,2213.6,1,18937.34,5.01,247,Q1,8693,8108
2015-02-01,Phuket,502,0.0343,50722.47,25014.9,3.36,0.13,0,0,2463.74,1,18794.42,4.89,251,Q1,474,8108
2015-03-01,Phuket,673,0.0342,50277.52,25195.7,3.37,0.13,2,0,2063.95,1,18466.49,4.81,239,Q1,502,8108
2015-04-01,Phuket,957,0.0404,50081.59,24825.55,3.4,0.13,4,0,2754.71,1,18337.96,5.19,246,Q2,673,8108
2015-05-01,Phuket,706,0.0304,49737.21,24916.25,3.44,0.13,2,0,2646.3,1,18770.71,5.08,258,Q2,957,8108
2015-06-01,Phuket,722,0.0411,50540.29,24653.46,3.49,0.13,21,3,2457.96,1,18086.77,4.72,268,Q2,706,8108
2015-07-01,Phuket,895,0.0393,49954.86,25293.41,3.52,0.13,16,1,2357.15,1,18450.01,4.78,262,Q3,722,8108
2015-08-01,Phuket,1314,0.0546,49235.98,25517.67,3.59,0.13,27,3,2637.7,1,18441.89,4.99,248,Q3,895,8108
2015-09-01,Phuket,754,0.04,50154.96,25341.87,3.62,0.13,10,2,2437.31,1,18082.45,4.71,272,Q3,1314,8108
2015-10-01,Phuket,1273,0.0584,49147.54,25077.91,3.67,0.13,38,3,2529.45,1,18469.39,4.94,256,Q4,754,8108
2015-11-01,Phuket,1018,0.0572,50268.32,25595.47,3.69,0.13,28,4,2555.14,1,18771.7,4.7,253,Q4,1273,8108
2015-12-01,Phuket,1664,0.078,49748.0,24756.12,3.75,0.14,41,5,2385.97,1,18831.95,5.05,254,Q4,1018,8108
2016-01-01,Phuket,1281,0.0703,49321.07,25037.46,3.76,0.14,49,4,2177.14,1,19027.29,4.57,272,Q1,1664,474
2016-02-01,Phuket,1347,0.0694,49530.98,25458.06,3.7,0.14,41,5,2377.34,1,18293.12,4.96,270,Q1,1281,502
2016-03-01,Phuket,1335,0.0719,49813.31,25554.61,3.75,0.14,47,8,2764.18,1,18801.35,4.59,265,Q1,1347,673
2016-04-01,Phuket,1531,0.0702,49833.22,25021.33,3.74,0.14,59,5,2677.07,1,19503.5,4.85,252,Q2,1335,957
2016-05-01,Phuket,1795,0.0849,49060.3,25290.9,3.76,0.14,59,9,2709.94,1,18435.89,4.53,262,Q2,1531,706
2016-06-01,Phuket,2370,0.1081,49453.66,24734.59,3.82,0.14,68,11,2161.56,1,18503.53,4.75,256,Q2,1795,722
2016-07-01,Phuket,2019,0.0987,49302.82,24669.79,3.84,0.14,62,7,2230.92,1,18468.97,4.59,281,Q3,2370,895
2016-08-01,Phuket,2133,0.1026,49590.53,25024.27,3.83,0.15,81,10,2374.99,1,18785.67,4.52,263,Q3,2019,1314
2016-09-01,Phuket,2284,0.1133,49159.47,25348.76,3.85,0.14,83,13,2377.57,1,18936.13,4.8,268,Q3,2133,754
2016-10-01,Phuket,2028,0.1045,49437.17,25644.26,3.83,0.15,91,15,2493.12,1,18681.85,4.81,271,Q4,2284,1273
2016-11-01,Phuket,2647,0.1278,49043.23,25024.59,3.84,0.15,94,16,2466.63,1,19563.83,4.53,265,Q4,2028,1018
2016-12-01,Phuket,2549,0.1171,49351.49,25309.72,3.86,0.15,96,12,2548.88,1,19330.82,4.79,265,Q4,2647,1664
2017-01-01,Phuket,3073,0.1343,49686.84,24603.52,3.94,0.15,111,16,2586.06,1,18603.97,4.41,272,Q1,2549,1281
2017-02-01,Phuket,2796,0.1332,50169.31,25271.12,3.92,0.15,112,11,2422.42,1,18840.95,4.5,270,Q1,3073,1347
2017-03-01,Phuket,2269,0.1217,49180.65,25005.67,3.95,0.15,123,11,2754.36,1,19593.13,4.59,280,Q1,2796,1335
2017-04-01,Phuket,2897,0.141,49390.96,24931.14,3.96,0.15,131,12,2254.36,1,19078.36,4.6,274,Q2,2269,1531
2017-05-01,Phuket,3024,0.1523,49351.04,24735.94,4.03,0.15,138,11,2348.41,1,18906.46,4.76,279,Q2,2897,1795
2017-06-01,Phuket,3055,0.1547,49168.27,25221.36,4.04,0.15,158,20,2365.38,1,18685.91,4.59,271,Q2,3024,2370
2017-07-01,Phuket,3584,0.1851,48398.93,24895.77,4.09,0.15,167,23,2565.22,1,19240.74,4.38,278,Q3,3055,2019
2017-08-01,Phuket,3670,0.1658,47978.36,24787.8,4.16,0.15,164,24,2105.94,1,18960.23,4.65,262,Q3,3584,2133
2017-09-01,Phuket,4263,0.1997,48520.89,24660.92,4.19,0.15,179,24,2631.91,1,18811.98,4.67,279,Q3,3670,2284
2017-10-01,Phuket,4574,0.2211,49157.09,24923.06,4.16,0.15,208,23,2499.74,1,19085.37,4.6,270,Q4,4263,2028
2017-11-01,Phuket,4310,0.2124,49119.08,25340.78,4.24,0.15,195,33,2534.36,1,19494.57,4.47,286,Q4,4574,2647
2017-12-01,Phuket,4939,0.2389,49222.03,24706.48,4.27,0.15,219,23,2578.38,1,18640.38,4.18,294,Q4,4310,2549
2018-01-01,Phuket,4618,0.2379,49147.06,24874.3,4.25,0.16,241,39,2845.55,1,18765.53,4.59,289,Q1,4939,3073
2018-02-01,Phuket,5157,0.2562,48961.26,24845.32,4.25,0.16,250,26,2618.77,1,19463.65,4.26,267,Q1,4618,2796
2018-03-01,Phuket,5599,0.2585,48699.73,25323.04,4.3,0.16,268,25,2679.21,1,19514.84,4.16,284,Q1,5157,2269
